0, 16, 1
0, 18, 1
0, 60, 1
0, 157, 1
0, 204, 1
0, 274, 1
0, 469, 1
0, 519, 2
0, 544, 1
0, 643, 1
0, 670, 1
0, 672, 1
0, 838, 1
0, 924, 1
0, 1191, 1
0, 1215, 1
0, 1224, 1
0, 1328, 1
0, 1331, 1
0, 1374, 7
0, 1409, 1
0, 1411, 1
0, 1440, 1
0, 1530, 1
0, 1684, 1
1, 38, 7
1, 150, 1
1, 332, 1
1, 351, 1
1, 381, 1
1, 383, 2
1, 489, 1
1, 732, 1
1, 774, 1
1, 869, 1
1, 890, 1
1, 947, 1
1, 972, 2
1, 995, 1
1, 1156, 1
1, 1158, 1
1, 1271, 2
1, 1673, 1
2, 16, 3
2, 133, 1
2, 204, 2
2, 426, 1
2, 473, 1
2, 604, 1
2, 639, 1
2, 677, 1
2, 698, 1
2, 911, 1
2, 914, 1
2, 963, 2
2, 1064, 6
2, 1067, 1
2, 1266, 1
2, 1343, 1
2, 1423, 1
2, 1493, 1
2, 1647, 1
3, 6, 2
3, 8, 1
3, 12, 2
3, 31, 3
3, 40, 1
3, 42, 4
3, 174, 1
3, 213, 2
3, 427, 1
3, 493, 1
3, 511, 1
3, 514, 2
3, 539, 1
3, 545, 1
3, 652, 1
3, 840, 1
3, 899, 1
3, 956, 2
3, 997, 6
3, 1029, 2
3, 1093, 1
3, 1139, 5
3, 1158, 3
3, 1163, 1
3, 1245, 1
3, 1395, 4
3, 1487, 2
3, 1544, 2
4, 26, 1
4, 45, 1
4, 90, 1
4, 138, 1
4, 156, 1
4, 465, 1
4, 583, 1
4, 652, 1
4, 750, 1
4, 791, 1
4, 827, 1
4, 842, 8
4, 863, 2
4, 921, 13
4, 923, 4
4, 963, 1
4, 1089, 1
4, 1096, 1
4, 1266, 2
4, 1389, 1
4, 1415, 7
4, 1504, 1
4, 1561, 35
4, 1625, 5
5, 0, 1
5, 18, 1
5, 26, 1
5, 60, 1
5, 83, 1
5, 114, 1
5, 158, 1
5, 198, 1
5, 309, 2
5, 394, 1
5, 589, 1
5, 638, 1
5, 647, 1
5, 666, 1
5, 811, 1
5, 886, 1
5, 1030, 1
5, 1049, 1
5, 1078, 1
5, 1087, 2
5, 1090, 1
5, 1116, 1
5, 1119, 1
5, 1194, 1
5, 1286, 1
5, 1314, 1
5, 1352, 1
5, 1372, 1
5, 1421, 1
5, 1444, 1
5, 1458, 1
5, 1474, 1
5, 1589, 1
5, 1606, 3
6, 55, 1
6, 100, 1
6, 129, 1
6, 341, 1
6, 346, 1
6, 381, 1
6, 1012, 1
6, 1030, 1
6, 1135, 1
6, 1143, 1
6, 1249, 1
6, 1286, 1
6, 1379, 1
6, 1488, 2
6, 1542, 1
6, 1589, 1
6, 1647, 2
7, 149, 14
7, 161, 1
7, 196, 1
7, 332, 1
7, 380, 3
7, 511, 1
7, 535, 37
7, 722, 1
7, 778, 1
7, 935, 1
7, 1128, 3
7, 1271, 2
7, 1427, 5
7, 1577, 1
8, 205, 41
8, 392, 1
8, 429, 1
8, 889, 1
8, 902, 3
8, 1030, 9
8, 1169, 1
8, 1180, 11
8, 1269, 2
8, 1322, 3
8, 1471, 2
8, 1478, 1
8, 1606, 1
9, 63, 2
9, 190, 2
9, 281, 4
9, 426, 1
9, 536, 1
9, 568, 1
9, 578, 3
9, 687, 8
9, 830, 1
9, 878, 1
9, 1001, 14
9, 1035, 1
9, 1134, 1
9, 1293, 1
9, 1305, 4
9, 1508, 14
9, 1534, 4
9, 1616, 4
10, 67, 1
10, 709, 2
10, 966, 1
10, 1204, 1
10, 1214, 31
10, 1276, 1
10, 1469, 10
11, 17, 2
11, 81, 1
11, 142, 15
11, 620, 2
11, 795, 1
11, 1025, 1
11, 1059, 2
11, 1150, 1
11, 1518, 1
12, 262, 1
12, 363, 1
12, 434, 1
12, 553, 1
12, 701, 1
12, 755, 2
12, 827, 1
12, 904, 1
12, 1043, 1
12, 1119, 1
12, 1165, 3
12, 1200, 1
12, 1251, 1
12, 1288, 1
12, 1453, 1
12, 1499, 1
12, 1540, 1
12, 1547, 1
12, 1614, 1
12, 1667, 4
13, 281, 1
13, 374, 1
13, 918, 2
13, 942, 1
13, 963, 1
13, 966, 2
13, 1066, 1
13, 1074, 1
13, 1224, 1
13, 1323, 4
13, 1585, 2
13, 1628, 2
14, 68, 1
14, 71, 1
14, 81, 2
14, 161, 1
14, 314, 1
14, 399, 1
14, 553, 1
14, 583, 1
14, 650, 1
14, 661, 1
14, 734, 1
14, 879, 1
14, 932, 1
14, 977, 11
14, 1030, 1
14, 1045, 1
14, 1128, 20
14, 1138, 1
14, 1193, 1
14, 1319, 1
14, 1394, 1
14, 1427, 1
14, 1454, 1
14, 1540, 1
14, 1599, 1
14, 1657, 1
15, 406, 16
15, 1073, 1
15, 1596, 13
16, 26, 1
16, 44, 1
16, 47, 2
16, 196, 1
16, 277, 1
16, 332, 1
16, 470, 1
16, 553, 1
16, 677, 3
16, 791, 1
16, 824, 2
16, 848, 1
16, 1122, 1
16, 1291, 1
16, 1304, 1
16, 1318, 1
16, 1349, 1
16, 1559, 1
16, 1611, 1
17, 60, 1
17, 672, 1
17, 863, 3
17, 882, 1
17, 1142, 1
17, 1197, 1
17, 1309, 1
17, 1359, 1
17, 1587, 4
17, 1686, 1
18, 50, 1
18, 267, 1
18, 303, 1
18, 338, 1
18, 377, 1
18, 523, 2
18, 626, 2
18, 654, 2
18, 672, 2
18, 686, 8
18, 1011, 1
18, 1037, 1
18, 1039, 4
18, 1147, 1
18, 1243, 1
18, 1262, 2
18, 1285, 1
18, 1309, 1
18, 1331, 3
18, 1340, 1
18, 1488, 1
18, 1677, 1
18, 1681, 3
19, 291, 1
19, 304, 1
19, 473, 2
19, 600, 2
19, 1043, 2
19, 1326, 2
20, 357, 1
20, 361, 1
20, 598, 1
20, 695, 1
20, 719, 29
20, 840, 1
20, 1006, 1
20, 1030, 1
20, 1043, 3
20, 1120, 1
20, 1296, 1
20, 1446, 1
20, 1488, 1
20, 1547, 1
20, 1655, 1
21, 224, 1
21, 376, 1
21, 514, 1
21, 822, 2
21, 1270, 1
22, 79, 2
22, 140, 1
22, 161, 4
22, 357, 1
22, 378, 1
22, 677, 1
22, 775, 1
22, 1015, 1
22, 1044, 1
22, 1193, 1
22, 1296, 1
22, 1309, 2
22, 1547, 2
22, 1614, 1
22, 1615, 1
22, 1658, 1
22, 1669, 1
23, 434, 2
23, 508, 1
23, 651, 4
23, 722, 4
23, 729, 1
23, 776, 1
23, 831, 1
23, 899, 1
23, 1043, 1
23, 1205, 1
23, 1285, 1
23, 1441, 1
23, 1549, 7
23, 1642, 3
24, 146, 4
24, 298, 1
24, 810, 25
24, 995, 1
24, 1006, 1
24, 1036, 1
24, 1401, 1
25, 64, 4
25, 195, 1
25, 249, 2
25, 638, 1
25, 786, 1
25, 816, 1
25, 839, 1
25, 922, 1
25, 1198, 2
25, 1208, 1
25, 1421, 5
25, 1422, 1
26, 112, 2
26, 250, 1
26, 317, 1
26, 426, 1
26, 560, 1
26, 642, 1
26, 673, 1
26, 715, 1
26, 818, 2
26, 839, 1
26, 911, 1
26, 1053, 1
26, 1087, 1
26, 1194, 2
26, 1554, 1
26, 1606, 1
26, 1647, 1
26, 1667, 1
27, 140, 1
27, 298, 4
27, 391, 1
27, 489, 1
27, 678, 5
27, 771, 1
27, 802, 2
27, 846, 2
27, 912, 9
27, 967, 1
27, 1036, 2
27, 1234, 6
27, 1401, 1
27, 1511, 1
27, 1671, 1
28, 274, 1
28, 418, 1
28, 540, 15
28, 699, 1
28, 737, 2
28, 787, 1
28, 960, 1
28, 1056, 1
28, 1092, 1
28, 1195, 1
28, 1436, 10
28, 1542, 1
28, 1547, 1
29, 32, 1
29, 34, 1
29, 68, 1
29, 157, 1
29, 265, 1
29, 289, 1
29, 303, 1
29, 327, 1
29, 382, 1
29, 657, 1
29, 694, 1
29, 807, 1
29, 870, 1
29, 916, 1
29, 1031, 1
29, 1292, 1
29, 1448, 5
29, 1471, 1
29, 1511, 1
29, 1547, 1
30, 163, 22
30, 175, 1
30, 246, 5
30, 427, 1
30, 434, 1
30, 575, 1
30, 583, 1
30, 597, 1
30, 672, 3
30, 682, 1
30, 1131, 1
30, 1191, 1
30, 1211, 2
30, 1245, 1
30, 1499, 1
30, 1686, 1
31, 186, 2
31, 401, 1
31, 438, 1
31, 561, 2
31, 575, 1
31, 601, 1
31, 675, 1
31, 720, 2
31, 795, 1
31, 1054, 1
31, 1232, 3
31, 1258, 1
31, 1398, 1
31, 1534, 1
32, 84, 1
32, 317, 1
32, 363, 2
32, 441, 1
32, 480, 1
32, 732, 1
32, 832, 1
32, 895, 1
32, 904, 1
32, 943, 9
32, 960, 1
32, 963, 2
32, 1107, 10
32, 1157, 1
32, 1159, 2
32, 1205, 3
32, 1289, 1
32, 1343, 1
32, 1471, 1
32, 1488, 1
32, 1615, 1
33, 110, 1
33, 1267, 1
33, 1379, 1
34, 81, 1
34, 161, 1
34, 213, 1
34, 328, 1
34, 425, 13
34, 1127, 11
34, 1185, 6
34, 1616, 1
35, 444, 2
35, 794, 1
35, 810, 1
35, 820, 1
35, 972, 1
35, 1043, 4
36, 68, 1
36, 139, 1
36, 158, 1
36, 298, 1
36, 300, 1
36, 330, 1
36, 757, 1
36, 761, 1
36, 848, 1
36, 990, 1
36, 1234, 1
36, 1253, 1
36, 1307, 1
36, 1437, 4
36, 1471, 1
36, 1498, 1
36, 1499, 1
36, 1547, 1
36, 1628, 1
37, 111, 1
37, 250, 1
37, 343, 1
37, 359, 1
37, 564, 1
37, 642, 1
37, 684, 1
37, 715, 5
37, 787, 1
37, 850, 4
37, 960, 1
37, 996, 1
37, 1053, 1
37, 1062, 1
37, 1083, 1
37, 1119, 1
37, 1206, 1
37, 1326, 1
37, 1414, 1
37, 1453, 1
37, 1506, 1
37, 1595, 8
37, 1623, 12
37, 1649, 1
38, 57, 2
38, 111, 1
38, 298, 1
38, 575, 1
38, 671, 1
38, 734, 1
38, 838, 1
38, 1020, 1
38, 1086, 1
38, 1232, 2
38, 1324, 1
38, 1401, 1
38, 1523, 1
38, 1554, 10
38, 1672, 1
39, 55, 1
39, 138, 1
39, 144, 1
39, 222, 1
39, 281, 1
39, 298, 2
39, 327, 1
39, 363, 5
39, 399, 1
39, 480, 1
39, 508, 1
39, 621, 1
39, 722, 1
